_id,processo_numero,processo_ocorrencia
613,8134805019,Imoveis com Danos/Risco
614,8134789419,Não há Ocorrência para essa Solicitação
615,8134716719,Não há Ocorrência para essa Solicitação
616,8134677119,Não há Ocorrência para essa Solicitação
617,8134628019,Não há Ocorrência para essa Solicitação
618,8134596119,Imoveis com Danos/Risco
619,8134596119,Muro com Danos
620,8134579118,Imoveis com Danos/Risco
621,8134509119,Não há Ocorrência para essa Solicitação
622,8134458819,Imoveis com Danos/Risco
623,8134427718,Arvores em Risco
624,8134388118,Não há Ocorrência para essa Solicitação
625,8134388019,Não há Ocorrência para essa Solicitação
626,8134263418,Não há Ocorrência para essa Solicitação
627,8134248319,Imoveis com Danos/Risco
628,8134227619,Não há Ocorrência para essa Solicitação
629,8134081318,Não há Ocorrência para essa Solicitação
630,8134079918,Não há Ocorrência para essa Solicitação
631,8134060618,Não há Ocorrência para essa Solicitação
632,8134020219,Imoveis com Danos/Risco
633,8133992019,Não há Ocorrência para essa Solicitação
634,8133974219,Imoveis com Danos/Risco
635,8133949819,Imoveis com Danos/Risco
636,8133945219,Não há Ocorrência para essa Solicitação
637,8133934019,Não há Ocorrência para essa Solicitação
638,8133933618,Imoveis com Danos/Risco
639,8133933618,Invasao de Terreno de Auxilio Moradia
640,8133913319,Imoveis com Danos/Risco
641,8133906719,Imoveis com Danos/Risco
642,8133896119,Não há Ocorrência para essa Solicitação
643,8133869618,Não há Ocorrência para essa Solicitação
644,8133849518,Imoveis com Danos/Risco
645,8133847218,Não há Ocorrência para essa Solicitação
646,8133830218,Imoveis com Danos/Risco
647,8133736419,Não há Ocorrência para essa Solicitação
648,8133591818,Não há Ocorrência para essa Solicitação
649,8133545419,Imoveis com Danos/Risco
650,8133355218,Não há Ocorrência para essa Solicitação
651,8133321018,Imoveis com Danos/Risco
652,8133319618,Não há Ocorrência para essa Solicitação
653,8133286919,Não há Ocorrência para essa Solicitação
654,8133251218,Imoveis com Danos/Risco
655,8133228919,Muro com Danos
656,8133208819,Imoveis com Danos/Risco
657,8133205919,Não há Ocorrência para essa Solicitação
658,8133175219,Não há Ocorrência para essa Solicitação
659,8133153018,Não há Ocorrência para essa Solicitação
660,8133035619,Imoveis com Danos/Risco
661,8132990618,Não há Ocorrência para essa Solicitação
662,8132964518,Não há Ocorrência para essa Solicitação
663,8132952718,Não há Ocorrência para essa Solicitação
664,8132896819,Muro com Danos
665,8132821018,Não há Ocorrência para essa Solicitação
666,8132812018,Não há Ocorrência para essa Solicitação
667,8132785119,Imoveis com Danos/Risco
668,8132652119,Imoveis com Danos/Risco
669,8132650919,Imoveis com Danos/Risco
670,8132611518,Não há Ocorrência para essa Solicitação
671,8132585219,Imoveis com Danos/Risco
672,8132585219,Incendios
673,8132582518,Imoveis com Danos/Risco
674,8132559119,Não há Ocorrência para essa Solicitação
675,8132522218,Não há Ocorrência para essa Solicitação
676,8132492618,Não há Ocorrência para essa Solicitação
677,8132466319,Arvores em Risco
678,8132429218,Imoveis com Danos/Risco
679,8132417219,Imoveis com Danos/Risco
680,8132388418,Não há Ocorrência para essa Solicitação
681,8132385319,Não há Ocorrência para essa Solicitação
682,8132374318,Não há Ocorrência para essa Solicitação
683,8132346018,Muro com Danos
684,8132336219,Imoveis com Danos/Risco
685,8132323819,Não há Ocorrência para essa Solicitação
686,8132236018,Não há Ocorrência para essa Solicitação
687,8132173818,Imoveis com Danos/Risco
688,8132145418,Não há Ocorrência para essa Solicitação
689,8132138818,Imoveis com Danos/Risco
690,8132135719,Não há Ocorrência para essa Solicitação
691,8132102119,Imoveis com Danos/Risco
692,8132043519,Muro com Danos
693,8132015119,Imoveis com Danos/Risco
694,8131994619,Muro com Danos
695,8131983618,Não há Ocorrência para essa Solicitação
696,8131966219,Não há Ocorrência para essa Solicitação
697,8131962719,Não há Ocorrência para essa Solicitação
698,8131959619,Imoveis com Danos/Risco
699,8131807318,Não há Ocorrência para essa Solicitação
700,8131755119,Imoveis com Danos/Risco
701,8131709118,Imoveis com Danos/Risco
702,8131623018,Imoveis com Danos/Risco
703,8131607418,Muro com Danos
704,8131591919,Produtos Quimicos Perigosos
705,8131586718,Imoveis com Danos/Risco
706,8131576118,Desabamento Parcial Imoveis
707,8131576118,Imoveis com Danos/Risco
708,8131570119,Não há Ocorrência para essa Solicitação
709,8131566419,Não há Ocorrência para essa Solicitação
710,8131554818,Imoveis com Danos/Risco
711,8131552319,Não há Ocorrência para essa Solicitação
712,8131545719,Não há Ocorrência para essa Solicitação
713,8131537419,Não há Ocorrência para essa Solicitação
714,8131505519,Não há Ocorrência para essa Solicitação
715,8131458719,Não há Ocorrência para essa Solicitação
716,8131400919,Imoveis com Danos/Risco
717,8131395519,Imoveis com Danos/Risco
718,8131354918,Não há Ocorrência para essa Solicitação
719,8131344119,Imoveis com Danos/Risco
720,8131250719,Imoveis com Danos/Risco
721,8131217118,Não há Ocorrência para essa Solicitação
722,8131216319,Imoveis com Danos/Risco
723,8131183819,Não há Ocorrência para essa Solicitação
724,8131172619,Não há Ocorrência para essa Solicitação
725,8131104019,Não há Ocorrência para essa Solicitação
726,8131086219,Imoveis com Danos/Risco
727,8131078019,Imoveis com Danos/Risco
728,8131058919,Produtos Quimicos Perigosos
729,8130957019,Não há Ocorrência para essa Solicitação
730,8130896019,Imoveis com Danos/Risco
731,8130868719,Imoveis com Danos/Risco
732,8130763218,Não há Ocorrência para essa Solicitação
733,8130746919,Não há Ocorrência para essa Solicitação
734,8130744619,Não há Ocorrência para essa Solicitação
735,8130717919,Não há Ocorrência para essa Solicitação
736,8130685019,Não há Ocorrência para essa Solicitação
737,8130579519,Imoveis com Danos/Risco
738,8130565419,Muro com Danos
739,8130565419,Imoveis com Danos/Risco
740,8130562519,Imoveis com Danos/Risco
741,8130556718,Não há Ocorrência para essa Solicitação
742,8130552019,Imoveis com Danos/Risco
743,8130547818,Imoveis com Danos/Risco
744,8130530619,Não há Ocorrência para essa Solicitação
745,8130510519,Imoveis com Danos/Risco
746,8130454819,Arvores em Risco
747,8130354319,Não há Ocorrência para essa Solicitação
748,8130349118,Imoveis com Danos/Risco
749,8130339419,Imoveis com Danos/Risco
750,8130301719,Não há Ocorrência para essa Solicitação
751,8130296518,Não há Ocorrência para essa Solicitação
752,8130284718,Imoveis com Danos/Risco
753,8130284718,Muro com Danos
754,8130279119,Arvores em Risco
755,8130241419,Não há Ocorrência para essa Solicitação
756,8130236218,Não há Ocorrência para essa Solicitação
757,8130098918,Não há Ocorrência para essa Solicitação
758,8130087519,Não há Ocorrência para essa Solicitação
759,8130063919,Não há Ocorrência para essa Solicitação
760,8129846319,Não há Ocorrência para essa Solicitação
761,8129839918,Não há Ocorrência para essa Solicitação
762,8129816918,Não há Ocorrência para essa Solicitação
763,8129782718,Imoveis com Danos/Risco
764,8129777318,Não há Ocorrência para essa Solicitação
765,8129743118,Desabamento Parcial Imoveis
766,8129708118,Não há Ocorrência para essa Solicitação
767,8129697819,Imoveis com Danos/Risco
768,8129573719,Imoveis com Danos/Risco
769,8129496219,Não há Ocorrência para essa Solicitação
770,8129488019,Imoveis com Danos/Risco
771,8129447119,Imoveis com Danos/Risco
772,8129430119,Arvores em Risco
773,8129429518,Não há Ocorrência para essa Solicitação
774,8129421219,Imoveis com Danos/Risco
775,8129395119,Imoveis com Danos/Risco
776,8129259218,Não há Ocorrência para essa Solicitação
777,8129247418,Imoveis com Danos/Risco
778,8129245118,Imoveis com Danos/Risco
779,8129234018,Invasao de Terreno de Auxilio Moradia
780,8129234018,Imoveis com Danos/Risco
781,8129202018,Imoveis com Danos/Risco
782,8129200818,Imoveis com Danos/Risco
783,8129193019,Arvores em Risco
784,8129176819,Imoveis com Danos/Risco
785,8129123318,Não há Ocorrência para essa Solicitação
786,8129086018,Não há Ocorrência para essa Solicitação
787,8129080218,Imoveis com Danos/Risco
788,8129069918,Não há Ocorrência para essa Solicitação
789,8129019118,Invasao de Terreno de Auxilio Moradia
790,8128883219,Desabamento Parcial Imoveis
791,8128874319,Arvores em Risco
792,8128870819,Não há Ocorrência para essa Solicitação
793,8128863119,Imoveis com Danos/Risco
794,8128753318,Não há Ocorrência para essa Solicitação
795,8128697618,Imoveis com Danos/Risco
796,8128608119,Imoveis com Danos/Risco
797,8128600019,Imoveis com Danos/Risco
798,8128577919,Não há Ocorrência para essa Solicitação
799,8128567518,Imoveis com Danos/Risco
800,8128566719,Não há Ocorrência para essa Solicitação
801,8128558618,Imoveis com Danos/Risco
802,8128536019,Não há Ocorrência para essa Solicitação
803,8128457319,Não há Ocorrência para essa Solicitação
804,8128452119,Imoveis com Danos/Risco
805,8128439718,Muro com Danos
806,8128425419,Não há Ocorrência para essa Solicitação
807,8128334919,Não há Ocorrência para essa Solicitação
808,8128312519,Não há Ocorrência para essa Solicitação
809,8128284119,Arvores em Risco
810,8128204819,Imoveis com Danos/Risco
811,8128202519,Imoveis com Danos/Risco
812,8128201018,Imoveis com Danos/Risco
813,8128147419,Muro com Danos
814,8128144718,Não há Ocorrência para essa Solicitação
815,8128143919,Imoveis com Danos/Risco
816,8128112619,Não há Ocorrência para essa Solicitação
817,8128110319,Não há Ocorrência para essa Solicitação
818,8128070119,Não há Ocorrência para essa Solicitação
819,8128049219,Muro com Danos
820,8128016719,Imoveis com Danos/Risco
821,8128004919,Imoveis com Danos/Risco
822,8127992418,Não há Ocorrência para essa Solicitação
823,8127968419,Imoveis com Danos/Risco
824,8127933619,Não há Ocorrência para essa Solicitação
825,8127927619,Imoveis com Danos/Risco
826,8127895719,Não há Ocorrência para essa Solicitação
827,8127827119,Não há Ocorrência para essa Solicitação
828,8127803519,Imoveis com Danos/Risco
829,8127785918,Não há Ocorrência para essa Solicitação
830,8127761019,Não há Ocorrência para essa Solicitação
831,8127673419,Não há Ocorrência para essa Solicitação
832,8127643819,Imoveis com Danos/Risco
833,8127640018,Não há Ocorrência para essa Solicitação
834,8127584318,Não há Ocorrência para essa Solicitação
835,8127544118,Não há Ocorrência para essa Solicitação
836,8127538019,Imoveis com Danos/Risco
837,8127523219,Imoveis com Danos/Risco
838,8127511618,Não há Ocorrência para essa Solicitação
839,8127482419,Não há Ocorrência para essa Solicitação
840,8127467519,Não há Ocorrência para essa Solicitação
841,8127381518,Não há Ocorrência para essa Solicitação
842,8127321019,Não há Ocorrência para essa Solicitação
843,8127286019,Não há Ocorrência para essa Solicitação
844,8127266118,Incendios
845,8127248318,Não há Ocorrência para essa Solicitação
846,8127230519,Muro com Danos
847,8127224519,Deslizamentos de Barreiras
848,8127217018,Invasao de Terreno de Auxilio Moradia
849,8127215818,Não há Ocorrência para essa Solicitação
850,8127199019,Não há Ocorrência para essa Solicitação
851,8127197018,Não há Ocorrência para essa Solicitação
852,8127186619,Muro com Danos
853,8127186619,Imoveis com Danos/Risco
854,8127111818,Arvores em Risco
855,8127075019,Não há Ocorrência para essa Solicitação
856,8127071419,Não há Ocorrência para essa Solicitação
857,8127067719,Não há Ocorrência para essa Solicitação
858,8127061919,Arvores em Risco
859,8127043019,Não há Ocorrência para essa Solicitação
860,8127014218,Não há Ocorrência para essa Solicitação
861,8127001619,Imoveis com Danos/Risco
862,8127000118,Não há Ocorrência para essa Solicitação
863,8126999319,Imoveis com Danos/Risco
864,8126988119,Não há Ocorrência para essa Solicitação
865,8126984619,Não há Ocorrência para essa Solicitação
866,8126976319,Não há Ocorrência para essa Solicitação
867,8126967419,Não há Ocorrência para essa Solicitação
868,8126948118,Desabamento Parcial Imoveis
869,8126938419,Não há Ocorrência para essa Solicitação
870,8126929519,Imoveis com Danos/Risco
871,8126915419,Não há Ocorrência para essa Solicitação
872,8126869219,Não há Ocorrência para essa Solicitação
873,8126865719,Invasao de Terreno de Auxilio Moradia
874,8126841019,Imoveis com Danos/Risco
875,8126836918,Não há Ocorrência para essa Solicitação
876,8126806218,Não há Ocorrência para essa Solicitação
877,8126785319,Não há Ocorrência para essa Solicitação
878,8126782419,Não há Ocorrência para essa Solicitação
879,8126755719,Não há Ocorrência para essa Solicitação
880,8126690418,Não há Ocorrência para essa Solicitação
881,8126663519,Imoveis com Danos/Risco
882,8126663519,Muro com Danos
883,8126642819,Não há Ocorrência para essa Solicitação
884,8126583119,Não há Ocorrência para essa Solicitação
885,8126542319,Imoveis com Danos/Risco
886,8126532819,Não há Ocorrência para essa Solicitação
887,8126513319,Imoveis com Danos/Risco
888,8126506918,Imoveis com Danos/Risco
889,8126505019,Imoveis com Danos/Risco
890,8126503018,Não há Ocorrência para essa Solicitação
891,8126498618,Não há Ocorrência para essa Solicitação
892,8126480018,Imoveis com Danos/Risco
893,8126458418,Produtos Quimicos Perigosos
894,8126455518,Não há Ocorrência para essa Solicitação
895,8126446419,Imoveis com Danos/Risco
896,8126440818,Não há Ocorrência para essa Solicitação
897,8126404118,Não há Ocorrência para essa Solicitação
898,8126386119,Imoveis com Danos/Risco
899,8126371419,Não há Ocorrência para essa Solicitação
900,8126361018,Não há Ocorrência para essa Solicitação
901,8126324818,Não há Ocorrência para essa Solicitação
902,8126308218,Não há Ocorrência para essa Solicitação
903,8126262019,Não há Ocorrência para essa Solicitação
904,8126223519,Imoveis com Danos/Risco
905,8126215219,Imoveis com Danos/Risco
906,8126196018,Não há Ocorrência para essa Solicitação
